Subject,Char_Total_Str,Char_Total_Int,Char_Init,Char_End,Class,Current_Dwell,Interval,Press_Flight,Release_Flight,Digraph,Later_Dwell
gerald,i_a,9_1,9,1,3,0.045824528,0.046007395,0.091831923,0.155117989,0.200942516,0.109110594
gerald,a_l,1_12,1,12,3,0.109110594,0,0.109110594,0.08790493,0.197015524,0.08790493
gerald,l_o,12_15,12,15,3,0.08790493,0.087986469,0.175891399,0.144144058,0.232048988,0.056157589
gerald,o_g,15_7,15,7,3,0.056157589,0.034832954,0.090990543,0.111784697,0.167942286,0.076951742
gerald,c_h,3_8,3,8,4,0.099220514,0.055825949,0.155046463,0.133903265,0.233123779,0.078077316
gerald,h_u,8_21,8,21,4,0.078077316,0.077023029,0.155100346,0.143399,0.221476316,0.066375971
gerald,u_m,21_13,21,13,4,0.066375971,0.098536491,0.164912462,0.155456543,0.221832514,0.056920052
gerald,m_~,13_0,13,0,4,0.056920052,0.120065451,0.176985502,0.18589282,0.242812872,0.06582737
gerald,~_b,0_2,0,2,4,0.06582737,0.109550953,0.175378323,0.177153587,0.242980957,0.067602634
gerald,b_i,2_9,2,9,4,0.067602634,0.129950523,0.197553158,0.208188772,0.275791407,0.078238249
gerald,i_r,9_18,9,18,4,0.078238249,0.044071674,0.122309923,0.100749254,0.178987503,0.05667758
gerald,r_c,18_3,18,3,4,0.05667758,0.108248949,0.164926529,0.176056623,0.232734203,0.067807674
gerald,c_h,3_8,3,8,4,0.067807674,0.023938656,0.09174633,0.09099555,0.158803225,0.067056894
gerald,l_a,12_1,12,1,5,0.076524734,0.024005413,0.100530148,0.112169981,0.188694715,0.088164568
gerald,a_u,1_21,1,21,5,0.088164568,0.056100845,0.144265413,0.123099327,0.211263895,0.066998482
gerald,u_g,21_7,21,7,5,0.066998482,0.108309269,0.175307751,0.176215172,0.243213654,0.067905903
gerald,g_h,7_8,7,8,5,0.067905903,0.076860189,0.144766092,0.133949757,0.201855659,0.057089567
gerald,h_~,8_0,8,0,5,0.057089567,0.108328342,0.16541791,0.175420761,0.232510328,0.067092419
gerald,~_s,0_19,0,19,5,0.067092419,0.001009941,0.06810236,0.120347977,0.187440395,0.119338036
gerald,s_t,19_20,19,20,5,0.119338036,0.001000166,0.120338202,0.067413092,0.186751127,0.066412926
gerald,t_u,20_21,20,21,5,0.066412926,0.087822676,0.154235601,0.143701315,0.210114241,0.055878639
gerald,u_n,21_14,21,14,5,0.055878639,0.108447075,0.164325714,0.164985418,0.220864058,0.056538343
gerald,v_a,22_1,22,1,6,0.080989838,-0.013945818,0.06704402,0.076997995,0.157987833,0.090943813
gerald,a_r,1_18,1,18,6,0.090943813,0.130996943,0.221940756,0.186981678,0.277925491,0.055984735
gerald,r_i,18_9,18,9,6,0.055984735,0.001000881,0.056985617,0.066020489,0.122005224,0.065019608
